,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
30,./data/images/a81eceab-8844-4aa8-9158-1ae514cbb371.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,a81eceab-8844-4aa8-9158-1ae514cbb371
31,./data/images/f97ac8a8-72cb-4ed5-a6a8-08be5236867b.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,f97ac8a8-72cb-4ed5-a6a8-08be5236867b
32,./data/images/804da966-3587-4c53-9525-9f739cbef8c1.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,804da966-3587-4c53-9525-9f739cbef8c1
33,./data/images/bc9d7f45-70b3-4a25-90bc-85b7c24fd014.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,bc9d7f45-70b3-4a25-90bc-85b7c24fd014
34,./data/images/19f55748-715b-4422-8d1b-de6c94747acd.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,19f55748-715b-4422-8d1b-de6c94747acd
35,./data/images/50520277-4efc-419c-8406-05441cf74848.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50520277-4efc-419c-8406-05441cf74848
36,./data/images/089a28c6-1de0-4904-9058-f3930cd1188c.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,089a28c6-1de0-4904-9058-f3930cd1188c
37,./data/images/11cc37cf-5dd4-44b2-8545-68e6d8d382ae.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11cc37cf-5dd4-44b2-8545-68e6d8d382ae
38,./data/images/c80eeed4-e9e6-45e1-9770-8807420d1bbe.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,c80eeed4-e9e6-45e1-9770-8807420d1bbe
39,./data/images/90e684df-9a83-41a2-b5cd-4c0ffe58f903.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,90e684df-9a83-41a2-b5cd-4c0ffe58f903
40,./data/images/05151fc8-458a-4ff8-bf54-2c7541f544bd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,05151fc8-458a-4ff8-bf54-2c7541f544bd
41,./data/images/e96fa405-fd98-42e7-862f-7a4a45f07998.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,e96fa405-fd98-42e7-862f-7a4a45f07998
42,./data/images/e24126a4-7273-49b6-90c1-52c89d58250c.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,e24126a4-7273-49b6-90c1-52c89d58250c
43,./data/images/1e34c07c-0625-43b2-9616-7cb935829cca.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1e34c07c-0625-43b2-9616-7cb935829cca
44,./data/images/59374504-6ad9-4ca9-87a9-2822a2a399c4.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,59374504-6ad9-4ca9-87a9-2822a2a399c4
45,./data/images/415103cb-c19f-4cee-a675-31d9a8d09806.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,415103cb-c19f-4cee-a675-31d9a8d09806
46,./data/images/d10fb3d9-7ae6-45d3-8699-0aa5f4bb89fa.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,d10fb3d9-7ae6-45d3-8699-0aa5f4bb89fa
47,./data/images/d86542bf-3d3a-4998-a41a-14508a931337.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,d86542bf-3d3a-4998-a41a-14508a931337
48,./data/images/e2ba17f0-299e-414c-9321-e0daf0d2b0c8.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,e2ba17f0-299e-414c-9321-e0daf0d2b0c8
49,./data/images/099cf0bf-d7a9-4412-9097-c309ff57b791.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,099cf0bf-d7a9-4412-9097-c309ff57b791
50,./data/images/488c0f3a-f5c5-4e1d-bda6-d9cc4f32623d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,488c0f3a-f5c5-4e1d-bda6-d9cc4f32623d
51,./data/images/8cb69274-0dcc-4c28-95a0-60bee1ccdeff.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8cb69274-0dcc-4c28-95a0-60bee1ccdeff
52,./data/images/9b966da2-8779-4bbb-8687-b10f8df6110b.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9b966da2-8779-4bbb-8687-b10f8df6110b
53,./data/images/4a779cef-5558-4237-ba2e-76bad774356a.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4a779cef-5558-4237-ba2e-76bad774356a
54,./data/images/912e5294-644a-4716-8392-d116f2a53f4f.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,912e5294-644a-4716-8392-d116f2a53f4f
55,./data/images/60d3d270-af8f-41b6-b6f0-3e4333e4b327.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60d3d270-af8f-41b6-b6f0-3e4333e4b327
56,./data/images/8e4b7aa3-6d0e-4d12-9ea4-2fa9376ee580.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8e4b7aa3-6d0e-4d12-9ea4-2fa9376ee580
57,./data/images/4b63ac86-5aed-4da2-a522-e8a9fbbe65f4.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4b63ac86-5aed-4da2-a522-e8a9fbbe65f4
58,./data/images/aee7b67d-0b46-46eb-ac2e-690dbe0b4671.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,aee7b67d-0b46-46eb-ac2e-690dbe0b4671
59,./data/images/82488002-d4fc-4500-9f95-a4915680138c.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,82488002-d4fc-4500-9f95-a4915680138c
60,./data/images/ad8125cb-d3c9-4eef-aebe-09c04fc130c3.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,ad8125cb-d3c9-4eef-aebe-09c04fc130c3
61,./data/images/e0a08f20-4621-49b7-8495-2dfbf1cf0113.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,e0a08f20-4621-49b7-8495-2dfbf1cf0113
62,./data/images/cc035b4c-f224-43b8-b895-5444a310b817.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,cc035b4c-f224-43b8-b895-5444a310b817
63,./data/images/2dbb392f-fce4-489b-aa95-c9b00030b7d8.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2dbb392f-fce4-489b-aa95-c9b00030b7d8
64,./data/images/ef983c93-4623-4858-b934-032ad3b45f17.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ef983c93-4623-4858-b934-032ad3b45f17
65,./data/images/3fe4c516-85d1-4b66-9aff-79287ac5f058.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3fe4c516-85d1-4b66-9aff-79287ac5f058
66,./data/images/177c7db1-9950-41d0-8a9c-336605fc4418.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,177c7db1-9950-41d0-8a9c-336605fc4418
67,./data/images/ad3f4ad4-699c-4e7d-ba59-427abe69b64d.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,ad3f4ad4-699c-4e7d-ba59-427abe69b64d
68,./data/images/0f1cb1f4-6797-4e8d-a03c-77a5ed5f2699.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0f1cb1f4-6797-4e8d-a03c-77a5ed5f2699
69,./data/images/fdb184e5-34c6-4433-b0f6-a3881d1fa627.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,fdb184e5-34c6-4433-b0f6-a3881d1fa627
70,./data/images/b86a043e-55ac-4ed6-a32b-43de728e7bf1.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b86a043e-55ac-4ed6-a32b-43de728e7bf1
71,./data/images/8fd8f124-ecb4-47e5-8b58-47a3ced3a2f3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8fd8f124-ecb4-47e5-8b58-47a3ced3a2f3
72,./data/images/8ce7b10a-2386-4d29-a840-023eecf836e3.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8ce7b10a-2386-4d29-a840-023eecf836e3
73,./data/images/bbeb7a5c-e085-4a95-8016-cec8791c6281.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bbeb7a5c-e085-4a95-8016-cec8791c6281
74,./data/images/af6ab369-a1a2-4463-bcf7-21449b64c9ef.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,af6ab369-a1a2-4463-bcf7-21449b64c9ef
75,./data/images/395c6ac1-c7e7-440d-a2cb-2d0af9aaefc7.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,395c6ac1-c7e7-440d-a2cb-2d0af9aaefc7
76,./data/images/98bda026-30e4-4dee-b1e6-8a8686cbb664.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98bda026-30e4-4dee-b1e6-8a8686cbb664
77,./data/images/0a6a65fe-1529-46b2-a301-354dfa34f315.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0a6a65fe-1529-46b2-a301-354dfa34f315
78,./data/images/2dbfbf66-3d77-4999-b7ef-5a1d40aa04e1.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2dbfbf66-3d77-4999-b7ef-5a1d40aa04e1
79,./data/images/2c68dda3-ab53-469a-bcd4-21f032127301.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2c68dda3-ab53-469a-bcd4-21f032127301
80,./data/images/b63ec89f-3b2b-477b-ae6c-beaff1f22e0f.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,b63ec89f-3b2b-477b-ae6c-beaff1f22e0f
81,./data/images/bd7d4137-9ba1-444d-a6e1-cbf4853cd5d1.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,bd7d4137-9ba1-444d-a6e1-cbf4853cd5d1
82,./data/images/35a352f2-a52c-49aa-af63-b68e382c580f.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,35a352f2-a52c-49aa-af63-b68e382c580f
83,./data/images/f4e255e7-0da2-48e1-84dc-72c21483f5df.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,f4e255e7-0da2-48e1-84dc-72c21483f5df
84,./data/images/52e1be32-638e-4115-a78d-aff58e014a58.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52e1be32-638e-4115-a78d-aff58e014a58
85,./data/images/33f23736-1ca3-44c3-bf16-9002e61b668f.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33f23736-1ca3-44c3-bf16-9002e61b668f
86,./data/images/837b938c-efcf-4378-87a4-24c7773149a6.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,837b938c-efcf-4378-87a4-24c7773149a6
87,./data/images/1e6e93cf-cd6c-40b3-9d59-de466fb4033f.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1e6e93cf-cd6c-40b3-9d59-de466fb4033f
88,./data/images/24c24d85-afa6-4776-a16a-ef5f11beabf1.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,24c24d85-afa6-4776-a16a-ef5f11beabf1
89,./data/images/0be9b862-0e8b-4098-975d-382d2dd8dfa0.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0be9b862-0e8b-4098-975d-382d2dd8dfa0
90,./data/images/97d89769-1677-49e7-9ff9-a55d9b1b1afb.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,97d89769-1677-49e7-9ff9-a55d9b1b1afb
91,./data/images/e9b0fcfd-0197-453e-b23c-b45b5332e557.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e9b0fcfd-0197-453e-b23c-b45b5332e557
92,./data/images/49935d2d-87ba-425b-b12b-72c52bdffa8d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,49935d2d-87ba-425b-b12b-72c52bdffa8d
93,./data/images/61a73d5d-00a6-4797-a124-e4edf3232c11.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,61a73d5d-00a6-4797-a124-e4edf3232c11
94,./data/images/314ffff6-f245-4348-abaa-06bfea90efee.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,314ffff6-f245-4348-abaa-06bfea90efee
95,./data/images/44db3fe6-50f6-42a0-a6e0-0bd83fc901d5.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44db3fe6-50f6-42a0-a6e0-0bd83fc901d5
96,./data/images/ba32d62d-acbc-49d2-8293-6565f307ede8.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,ba32d62d-acbc-49d2-8293-6565f307ede8
97,./data/images/d40947bf-7398-4603-9306-5feffc4c8f6d.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,d40947bf-7398-4603-9306-5feffc4c8f6d
98,./data/images/8dffb7b2-93c6-471e-bed1-a6e2901f7e1d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8dffb7b2-93c6-471e-bed1-a6e2901f7e1d
99,./data/images/44aedfab-c8c2-48fa-a1eb-ecb79270ca5e.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44aedfab-c8c2-48fa-a1eb-ecb79270ca5e
100,./data/images/cd09b039-4ced-41e0-90bc-4190c07eec7d.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,cd09b039-4ced-41e0-90bc-4190c07eec7d
101,./data/images/5764aff4-5b04-40d7-804d-fa4806cf3ded.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5764aff4-5b04-40d7-804d-fa4806cf3ded
102,./data/images/061025bd-8bd6-40d1-be95-c83a5db46ccd.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,061025bd-8bd6-40d1-be95-c83a5db46ccd
103,./data/images/752aae56-4f9e-4229-aef1-ea04abcb77a7.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,752aae56-4f9e-4229-aef1-ea04abcb77a7
104,./data/images/5061ebf7-cf82-43c9-a079-d34d94506e33.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5061ebf7-cf82-43c9-a079-d34d94506e33
105,./data/images/2be5b479-7954-4727-bc75-65ae787800fe.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2be5b479-7954-4727-bc75-65ae787800fe
106,./data/images/6af157c3-23fc-4abd-8ba6-e8b1fc26b2b9.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6af157c3-23fc-4abd-8ba6-e8b1fc26b2b9
107,./data/images/417b5a6a-00d7-4aea-9b53-f40f61dba66d.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,417b5a6a-00d7-4aea-9b53-f40f61dba66d
108,./data/images/b5925d46-aa1d-4f2f-8003-eb96320d641b.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,b5925d46-aa1d-4f2f-8003-eb96320d641b
109,./data/images/ad4bf9b8-41a9-4f4c-b55e-621069050579.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ad4bf9b8-41a9-4f4c-b55e-621069050579
110,./data/images/57cbc941-87d9-41f0-862e-45f7f20954f6.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,57cbc941-87d9-41f0-862e-45f7f20954f6
111,./data/images/a164d09b-55a3-42d4-89ee-a3087fcb0c40.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,a164d09b-55a3-42d4-89ee-a3087fcb0c40
112,./data/images/586eeea5-43ff-4636-b669-a04ae7efa82c.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,586eeea5-43ff-4636-b669-a04ae7efa82c
113,./data/images/78951db5-792e-4734-b4f6-8b9b8f33706b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,78951db5-792e-4734-b4f6-8b9b8f33706b
114,./data/images/ec546574-5821-4886-9744-2969b058880d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ec546574-5821-4886-9744-2969b058880d
115,./data/images/00ba838f-e9fd-4b52-9004-e007cd5c79db.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,00ba838f-e9fd-4b52-9004-e007cd5c79db
116,./data/images/87412eb7-fde9-4836-b39d-4210e142b48f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,87412eb7-fde9-4836-b39d-4210e142b48f
117,./data/images/1155c6db-cbe7-4ddb-8734-77a00bcc9356.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1155c6db-cbe7-4ddb-8734-77a00bcc9356
118,./data/images/ef1802b1-c801-4659-9d4c-b6571d4e6a28.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ef1802b1-c801-4659-9d4c-b6571d4e6a28
119,./data/images/12f322df-fedd-47c9-a734-32962aebc1c7.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12f322df-fedd-47c9-a734-32962aebc1c7
120,./data/images/ec2a9e73-a38c-4e4f-bb35-dbf9dec5eb29.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,ec2a9e73-a38c-4e4f-bb35-dbf9dec5eb29
121,./data/images/6b09724d-9f68-4448-af8f-97f0676530b3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6b09724d-9f68-4448-af8f-97f0676530b3
122,./data/images/433a4ec3-794b-4515-8521-8fd9c94285c2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,433a4ec3-794b-4515-8521-8fd9c94285c2
123,./data/images/d0c42aa6-4545-4692-870d-21fe9e80d08a.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,d0c42aa6-4545-4692-870d-21fe9e80d08a
124,./data/images/0fc475fe-8b57-4e3e-894a-d6be537130c0.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0fc475fe-8b57-4e3e-894a-d6be537130c0
125,./data/images/c0ecb539-301d-4666-b3cc-ccd2651c62ab.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,c0ecb539-301d-4666-b3cc-ccd2651c62ab
126,./data/images/79f4d6fc-8815-424d-bd18-2592fab62a2f.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,79f4d6fc-8815-424d-bd18-2592fab62a2f
127,./data/images/fbe1b835-2c23-449e-9167-2b93c2e5d0a7.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,fbe1b835-2c23-449e-9167-2b93c2e5d0a7
128,./data/images/c378f599-9e25-443c-8c92-7d1bd4234d15.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,c378f599-9e25-443c-8c92-7d1bd4234d15
129,./data/images/72b10c45-6261-421f-827e-ca33e50b41b0.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72b10c45-6261-421f-827e-ca33e50b41b0
130,./data/images/d83c52a3-a37c-40f2-b6ae-185a1c0d75da.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d83c52a3-a37c-40f2-b6ae-185a1c0d75da
131,./data/images/8ee40841-546e-40f6-bc0e-13fa746971c7.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8ee40841-546e-40f6-bc0e-13fa746971c7
132,./data/images/d5848570-f470-4593-9300-3e52c08765e7.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,d5848570-f470-4593-9300-3e52c08765e7
133,./data/images/365b03c8-4d1f-43ed-abd7-cc69006fd524.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,365b03c8-4d1f-43ed-abd7-cc69006fd524
134,./data/images/6f50df1c-1fd8-4673-83a6-185ad3cb601e.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6f50df1c-1fd8-4673-83a6-185ad3cb601e
135,./data/images/2e768c98-b3b2-44f2-ba4b-841ab96832ef.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2e768c98-b3b2-44f2-ba4b-841ab96832ef
136,./data/images/0a49b3e1-dad9-4856-9fc5-bc515730eb92.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0a49b3e1-dad9-4856-9fc5-bc515730eb92
137,./data/images/e43bd71b-7d26-4202-b7b4-f32d264dc362.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e43bd71b-7d26-4202-b7b4-f32d264dc362
138,./data/images/234ff4ab-0f3a-4d80-a75a-12a86f8a23c0.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,234ff4ab-0f3a-4d80-a75a-12a86f8a23c0
139,./data/images/76246247-c3e7-43bb-9d98-1ac0b4347857.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,76246247-c3e7-43bb-9d98-1ac0b4347857
140,./data/images/54d1164f-fdd0-4392-a84b-9bb70d4a68ca.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,54d1164f-fdd0-4392-a84b-9bb70d4a68ca
