,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
51,./data/images/93e08769-4a20-427b-acb1-4cc0de12eadf.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93e08769-4a20-427b-acb1-4cc0de12eadf
52,./data/images/5a9dc626-223b-4169-8b46-9204f30ff5bd.jpg,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,5a9dc626-223b-4169-8b46-9204f30ff5bd
53,./data/images/92c6ea8f-7dbc-4f6a-91b1-9cd532e27c42.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,92c6ea8f-7dbc-4f6a-91b1-9cd532e27c42
54,./data/images/3ba12c49-56ac-4eed-bf9a-fbb3c471d8cd.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3ba12c49-56ac-4eed-bf9a-fbb3c471d8cd
55,./data/images/9ebcfe80-a40c-44b2-9e4f-726b37f24e5d.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9ebcfe80-a40c-44b2-9e4f-726b37f24e5d
56,./data/images/fd26d138-2ba5-45bb-96b2-ac14975c64f7.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,fd26d138-2ba5-45bb-96b2-ac14975c64f7
57,./data/images/04e9dcb6-9e87-4199-bbf2-6cd8e2bedf35.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,04e9dcb6-9e87-4199-bbf2-6cd8e2bedf35
58,./data/images/19cc4b22-1ccb-4290-9e20-90424f219380.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19cc4b22-1ccb-4290-9e20-90424f219380
59,./data/images/f9c8f034-ea91-46c9-bb66-5128eaa02c44.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,f9c8f034-ea91-46c9-bb66-5128eaa02c44
60,./data/images/4a19db3a-3b05-45cf-b2aa-8765630fb314.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4a19db3a-3b05-45cf-b2aa-8765630fb314
61,./data/images/c89e2e93-f697-4302-ac04-117f9bc8afa8.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,c89e2e93-f697-4302-ac04-117f9bc8afa8
62,./data/images/8b6ef429-e84d-4bd0-8cc3-ca3fc5f91032.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,8b6ef429-e84d-4bd0-8cc3-ca3fc5f91032
63,./data/images/841b0f2b-eb75-41e4-a483-98340d27db13.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,841b0f2b-eb75-41e4-a483-98340d27db13
64,./data/images/0a2780ef-bdaa-4a1e-9a4f-fac7e5003137.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0a2780ef-bdaa-4a1e-9a4f-fac7e5003137
65,./data/images/0ea38199-caed-41ca-958d-d1dbc0501678.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0ea38199-caed-41ca-958d-d1dbc0501678
66,./data/images/acdddb76-bd83-4089-89e2-814a45921f95.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,acdddb76-bd83-4089-89e2-814a45921f95
67,./data/images/ff2efb77-74bb-4396-ba6f-5c2e7286296e.jpg,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,ff2efb77-74bb-4396-ba6f-5c2e7286296e
68,./data/images/bd42efac-1d61-41cf-94be-daea7a95df16.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bd42efac-1d61-41cf-94be-daea7a95df16
69,./data/images/dc7c82f8-936d-4377-96c2-bacb9fd89eb7.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dc7c82f8-936d-4377-96c2-bacb9fd89eb7
70,./data/images/77fe1601-92d7-4dc8-b5af-ddd221274efa.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,77fe1601-92d7-4dc8-b5af-ddd221274efa
71,./data/images/87d575f0-d6a2-4ec9-bb0d-acaeda8ea8b8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,87d575f0-d6a2-4ec9-bb0d-acaeda8ea8b8
72,./data/images/cd15001c-3117-4609-93f4-38f1af8172d0.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,cd15001c-3117-4609-93f4-38f1af8172d0
73,./data/images/256331b6-a8eb-4f82-be18-2c68e2655f10.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,256331b6-a8eb-4f82-be18-2c68e2655f10
74,./data/images/2c79ab0c-3445-4be5-bce4-945ff1e47da2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2c79ab0c-3445-4be5-bce4-945ff1e47da2
75,./data/images/02617f60-612f-45e6-aed1-d37273f9b188.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,02617f60-612f-45e6-aed1-d37273f9b188
76,./data/images/e1affadb-be26-448a-a24a-f41ca8af5f63.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,e1affadb-be26-448a-a24a-f41ca8af5f63
77,./data/images/4fc8975b-8119-4c50-b5b6-305767bdd85c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4fc8975b-8119-4c50-b5b6-305767bdd85c
78,./data/images/dab432a8-dbfb-4108-ad30-957acc30ce51.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,dab432a8-dbfb-4108-ad30-957acc30ce51
79,./data/images/78a3dc65-eae9-40d2-baed-32e390fa6885.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78a3dc65-eae9-40d2-baed-32e390fa6885
80,./data/images/1670efd4-b133-4e13-87f9-df572b002e08.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1670efd4-b133-4e13-87f9-df572b002e08
81,./data/images/09374bdd-b16d-439b-b94c-3bb69027ab5e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,09374bdd-b16d-439b-b94c-3bb69027ab5e
82,./data/images/3c260fa2-9bb4-4337-84db-07a497160a1f.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3c260fa2-9bb4-4337-84db-07a497160a1f
83,./data/images/bafa0a89-51c9-4f3e-83f7-16746610491a.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,bafa0a89-51c9-4f3e-83f7-16746610491a
84,./data/images/842c435b-7ee4-4932-837e-2b6e07a4a199.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,842c435b-7ee4-4932-837e-2b6e07a4a199
85,./data/images/8971aa3e-978a-4efb-b35e-aedf23fd0800.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8971aa3e-978a-4efb-b35e-aedf23fd0800
86,./data/images/ec915493-38c5-4fa1-bfc2-20c463856c92.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ec915493-38c5-4fa1-bfc2-20c463856c92
87,./data/images/fb3b4cc1-06c4-4a8b-b501-6dd9d7cf03b4.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,fb3b4cc1-06c4-4a8b-b501-6dd9d7cf03b4
88,./data/images/f938cc2d-d5ab-4555-8cda-8b1c903664cb.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,f938cc2d-d5ab-4555-8cda-8b1c903664cb
89,./data/images/103d3bb9-8316-490c-a01d-c3c04236f8ef.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,103d3bb9-8316-490c-a01d-c3c04236f8ef
90,./data/images/df597d83-01b1-489d-98d4-0e1f58f7d219.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,df597d83-01b1-489d-98d4-0e1f58f7d219
91,./data/images/72570972-e6ec-4ed6-a5d8-0e6a4fe965b3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,72570972-e6ec-4ed6-a5d8-0e6a4fe965b3
92,./data/images/be591623-b726-4263-a949-8408bf7997f6.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,be591623-b726-4263-a949-8408bf7997f6
93,./data/images/4a9fa461-3cd7-46bd-8c00-d943ea85b159.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4a9fa461-3cd7-46bd-8c00-d943ea85b159
94,./data/images/8ccdb40c-a6d3-4d59-8cc6-50fbaabf2fdc.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,8ccdb40c-a6d3-4d59-8cc6-50fbaabf2fdc
95,./data/images/7db24bca-c144-4f9b-905f-170726e1b6fb.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7db24bca-c144-4f9b-905f-170726e1b6fb
96,./data/images/bb2c0e55-ef5b-48cd-ad4c-6208b7f7b687.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bb2c0e55-ef5b-48cd-ad4c-6208b7f7b687
97,./data/images/84d4f2cf-5c97-4191-81f4-cbe926e16a18.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,84d4f2cf-5c97-4191-81f4-cbe926e16a18
98,./data/images/d8e03f91-4584-49cb-83c6-44eaeee5608f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d8e03f91-4584-49cb-83c6-44eaeee5608f
99,./data/images/b68eb6b3-2283-4517-9ed5-f7cd2eb92d80.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,b68eb6b3-2283-4517-9ed5-f7cd2eb92d80
100,./data/images/c91146ea-350f-4d5a-9044-6728e5ad4c4f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c91146ea-350f-4d5a-9044-6728e5ad4c4f
101,./data/images/8a5be95e-0f5f-482d-8311-5b2bb56ddbea.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8a5be95e-0f5f-482d-8311-5b2bb56ddbea
102,./data/images/0cf7b3de-2f40-43a6-bf33-996ae27fafce.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0cf7b3de-2f40-43a6-bf33-996ae27fafce
103,./data/images/9cd219b6-f20e-4681-96f8-53cca9e60a64.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9cd219b6-f20e-4681-96f8-53cca9e60a64
104,./data/images/ef25a665-419f-440d-944e-0da86e008623.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,ef25a665-419f-440d-944e-0da86e008623
105,./data/images/916b633a-05cc-4501-a049-f2213db250f1.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,916b633a-05cc-4501-a049-f2213db250f1
106,./data/images/5c530841-d885-454b-a79a-85ca53e8fe55.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5c530841-d885-454b-a79a-85ca53e8fe55
107,./data/images/bd8d8787-ebfb-42a5-8da4-5595744076d3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bd8d8787-ebfb-42a5-8da4-5595744076d3
108,./data/images/5685640f-14fd-4834-af41-da3cfd5e7cb4.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5685640f-14fd-4834-af41-da3cfd5e7cb4
109,./data/images/7a9930a9-3685-4a6a-a4c3-cb438a577a47.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7a9930a9-3685-4a6a-a4c3-cb438a577a47
110,./data/images/81d02e5d-c931-4fb4-af61-275801a60c6f.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,81d02e5d-c931-4fb4-af61-275801a60c6f
111,./data/images/46f5211b-a566-40b9-b069-a65dc0c00aec.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,46f5211b-a566-40b9-b069-a65dc0c00aec
112,./data/images/1141988d-e3f5-40b5-b049-40f22c5b4456.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1141988d-e3f5-40b5-b049-40f22c5b4456
113,./data/images/b52f3a5e-32c0-4c9d-b874-e5a19c81dad5.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,b52f3a5e-32c0-4c9d-b874-e5a19c81dad5
114,./data/images/e9ba324a-9c17-4995-8654-b1dfd3f99747.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e9ba324a-9c17-4995-8654-b1dfd3f99747
115,./data/images/39d19f9c-3794-4c45-9040-43e869074feb.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,39d19f9c-3794-4c45-9040-43e869074feb
116,./data/images/de0a7bdd-58e7-4631-a6d5-08b6b60046bc.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,de0a7bdd-58e7-4631-a6d5-08b6b60046bc
117,./data/images/a083d8d8-9e66-4ce2-897a-ad76d8351c30.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,a083d8d8-9e66-4ce2-897a-ad76d8351c30
118,./data/images/043e93da-5691-443b-ac8e-3537f43d37c6.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,043e93da-5691-443b-ac8e-3537f43d37c6
119,./data/images/b71818c3-1820-4342-9e16-a21184266c8f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b71818c3-1820-4342-9e16-a21184266c8f
120,./data/images/656407fd-23d1-4f43-b534-4aa29d423864.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,656407fd-23d1-4f43-b534-4aa29d423864
121,./data/images/ec2cde3e-62e4-47cc-b630-226f9c2c7a12.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,ec2cde3e-62e4-47cc-b630-226f9c2c7a12
122,./data/images/9666d7b0-409e-4dc6-a73f-80aed9080a34.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9666d7b0-409e-4dc6-a73f-80aed9080a34
123,./data/images/7da2f497-8838-402d-865d-ffd69cdac90f.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7da2f497-8838-402d-865d-ffd69cdac90f
124,./data/images/62c99a39-8a18-4f5d-bf4c-93c026a99e81.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,62c99a39-8a18-4f5d-bf4c-93c026a99e81
125,./data/images/b65ecbd0-6c7e-4ee6-919f-85713a14e62b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b65ecbd0-6c7e-4ee6-919f-85713a14e62b
126,./data/images/d8876aa8-2abe-4aad-9db4-cc92bf9d2f31.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d8876aa8-2abe-4aad-9db4-cc92bf9d2f31
127,./data/images/f939498e-9d37-4d18-80d1-32cb7b9a7c51.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,f939498e-9d37-4d18-80d1-32cb7b9a7c51
128,./data/images/967a5781-6485-4130-9842-6c7cd30b713a.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,967a5781-6485-4130-9842-6c7cd30b713a
129,./data/images/8157bbce-2c03-431d-8825-11a81730cc70.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8157bbce-2c03-431d-8825-11a81730cc70
130,./data/images/e82648d2-7e8f-4b6e-a52b-a6ac23e0cc6c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e82648d2-7e8f-4b6e-a52b-a6ac23e0cc6c
131,./data/images/fe7518ad-4df0-4867-80db-c899478668c2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,fe7518ad-4df0-4867-80db-c899478668c2
132,./data/images/ae3e4dad-f812-4b7b-8dca-3f8691dc890f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ae3e4dad-f812-4b7b-8dca-3f8691dc890f
133,./data/images/bf8c0229-777d-428d-bb7b-6ee97473c6ff.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bf8c0229-777d-428d-bb7b-6ee97473c6ff
134,./data/images/c4064fa1-9ef5-4af0-88ec-929ee6e96005.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,c4064fa1-9ef5-4af0-88ec-929ee6e96005
135,./data/images/f9fed5b8-1672-4f5a-bddd-964b998d1ff0.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f9fed5b8-1672-4f5a-bddd-964b998d1ff0
136,./data/images/9e1bf72c-cafa-4a6c-aeb4-61ad06d16f8e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9e1bf72c-cafa-4a6c-aeb4-61ad06d16f8e
137,./data/images/09a8c148-ac95-42c0-aefb-a1aab286851f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,09a8c148-ac95-42c0-aefb-a1aab286851f
138,./data/images/7e843842-c734-467c-a6bb-89d784ce85ff.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7e843842-c734-467c-a6bb-89d784ce85ff
139,./data/images/e3a8abf3-ecfc-4b7a-9dff-a594efebb080.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,e3a8abf3-ecfc-4b7a-9dff-a594efebb080
140,./data/images/4913f1de-9d5d-47dd-a1d3-5303c24f6fcd.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4913f1de-9d5d-47dd-a1d3-5303c24f6fcd
